IDInsumo,Nombre,Caducidad,Cantidad,Refrigeracion,Tipo
503,larvas de abeja,2024-01-31,86,true,Tuberculo
504,nombre,2024-01-27,52,false,Insecto
505,rábano oriental,2024-10-01,15,false,Verdura
506,nabo largo,2024-01-03,92,false,Insecto
507,garza real,2024-05-06,60,false,Insecto
508,larvas de abeja,2024-01-16,47,true,Carne
509,salmón,2023-11-08,40,false,Semilla
510,gusano de cera,2024-08-10,59,true,Verdura
511,calabacín francés,2024-04-14,73,false,Tuberculo
512,pato de Pekín,2023-10-30,6,false,Verdura
513,pimientos morrones,2024-03-30,12,true,Fruta
514,soja,2024-10-08,14,true,Verdura
515,pavo,2023-12-01,5,true,Semilla
516,larvas de polilla de la seda,2024-02-28,31,true,Lacteo
517,ciervo,2024-09-10,13,false,Tuberculo
518,repollo blanco,2024-06-25,48,true,Tuberculo
519,amaranto negro,2024-06-06,73,true,Lacteo
520,pavo Narragansett,2024-05-04,4,false,Semilla
521,ciruela verde,2024-08-02,1,true,Carne
522,gusanos de harina,2024-06-26,15,false,Fruta
523,calabaza de barco,2024-04-18,81,true,Verdura
524,atún,2024-10-02,55,false,Fruta
525,calabaza del acantilado,2024-06-11,12,true,Carne
526,pollo de Guinea,2024-05-08,8,false,Insecto
527,hormigas de terciopelo,2024-09-05,29,true,Verdura
528,maíz,2024-08-24,75,true,Verdura
529,escamoles,2024-04-06,23,false,Verdura
530,avena,2024-02-13,27,false,Lacteo
531,ciervo,2024-03-03,34,false,Verdura
532,gusanos de harina,2024-07-30,36,false,Semilla
533,chapulines verdes,2024-04-05,83,true,Fruta
534,hormigas cortadoras de hojas,2024-07-22,32,false,Pescado
535,almendra de macadamia,2024-05-14,70,false,Verdura
536,ciruela italiana,2024-07-03,50,false,Carne
537,gusanos de la col,2024-04-14,25,false,Lacteo
538,sardina europea,2024-04-08,23,false,Insecto
539,ciruela roja japonesa,2024-04-27,81,true,Tuberculo
540,lenguado de Dover,2024-09-14,71,true,Lacteo
541,pavo de Norfolk Black,2024-05-20,87,true,Lacteo
542,espinaca,2024-09-17,42,true,Semilla
543,chapulines verdes,2024-07-17,18,false,Pescado
544,hormigas de cabeza de huevo,2023-11-23,56,true,Carne
545,pargo rojo del Golfo de México,2024-09-09,87,true,Verdura
546,calabaza cacahuete,2024-07-01,27,true,Tuberculo
547,pollo de Guinea,2024-09-05,81,true,Pescado
548,gusano de la harina,2024-03-28,85,true,Fruta
549,quinoa roja,2024-08-11,67,true,Fruta
550,oveja,2024-09-16,29,true,Fruta
551,pollo de Guinea,2023-12-23,66,false,Semilla
552,lombrices,2024-08-03,6,true,Insecto
553,ganso,2024-08-25,93,true,Verdura
554,durazno amarillo,2023-11-11,69,true,Pescado
555,trucha de arroyo,2024-05-30,60,true,Insecto
556,pimiento verde,2024-05-06,87,true,Verdura
557,gusano del harino,2024-10-16,33,false,Semilla
558,mújol del Pacífico,2023-10-28,10,false,Lacteo
559,rábano picante,2023-12-23,41,false,Lacteo
560,quinua roja,2024-02-11,44,true,Insecto
561,gusanos de seda,2024-06-14,8,false,Semilla
562,nabo largo,2023-11-23,5,false,Fruta
563,ganso,2024-01-12,65,false,Carne
564,larvas de mariposa,2023-11-01,86,false,Tuberculo
565,calabacín de verano,2024-04-06,9,false,Pescado
566,mazorca de maíz roja,2024-05-22,9,false,Tuberculo
567,trucha de arroyo,2024-09-30,21,false,Insecto
568,nabo silvestre,2024-03-11,89,true,Fruta
569,pimientos morrones,2024-05-16,94,false,Fruta
570,trucha arcoíris plateada,2024-03-29,81,false,Carne
571,chía,2024-08-27,45,false,Fruta
572,ciruela roja occidental,2023-11-06,86,false,Insecto
573,chapulines verdes,2024-05-04,53,false,Pescado
574,calabacín amarillo,2023-12-07,68,true,Lacteo
575,ciruela roja japonesa,2024-02-09,93,false,Tuberculo
576,sardina europea,2024-06-02,12,false,Insecto
577,almendra blanca,2024-04-06,39,true,Pescado
578,rábano chino,2024-09-26,41,true,Carne
579,calabacín,2024-08-15,88,false,Lacteo
580,calabaza cacahuete,2024-08-27,9,true,Carne
581,gusanos de harina,2024-07-14,95,true,Lacteo
582,pargo rojo del Pacífico,2024-01-24,76,true,Carne
583,rábano blanco,2024-10-23,59,false,Tuberculo
584,quinua roja,2024-05-14,36,true,Lacteo
585,mújol del Atlántico,2024-07-03,39,false,Lacteo
586,ganso hawaiano,2024-06-15,38,true,Verdura
587,rábano chino,2024-09-02,56,true,Verdura
588,pollo,2024-08-17,13,false,Verdura
589,pollo de Cornualles,2024-06-18,54,true,Insecto
590,calabacín amarillo,2024-08-20,81,true,Pescado
591,naranja,2023-11-14,65,false,Lacteo
592,abejorro,2024-08-02,33,true,Verdura
593,repollo blanco,2024-07-27,21,false,Lacteo
594,lenguado de Dover,2024-06-16,93,true,Lacteo
595,ganso hawaiano,2024-08-11,79,true,Tuberculo
596,garza real,2024-09-21,34,true,Lacteo
597,coliflor,2024-10-04,76,false,Semilla
598,quinoa,2023-11-11,65,false,Semilla
599,frambuesa,2024-07-26,57,true,Fruta
600,hormigas,2024-05-06,15,false,Fruta
601,mazorca de maíz,2024-08-10,78,false,Pescado
602,sardina,2024-08-15,3,true,Tuberculo
603,almendra australiana,2023-10-31,36,true,Lacteo
604,pargo común,2024-03-01,2,false,Lacteo
605,mújol del Atlántico,2024-10-22,74,false,Verdura
606,saltamontes,2024-07-11,22,false,Lacteo
607,papaya,2023-12-12,50,false,Verdura
608,ciruela damascena,2023-11-18,58,false,Carne
609,chapulines rojos,2024-08-16,89,false,Lacteo
610,pollo de Cornualles gigante,2024-08-16,93,true,Semilla
611,pimientos naranja,2024-10-08,73,true,Semilla
612,quinoa roja,2023-11-12,85,false,Verdura
613,pato,2024-09-03,54,true,Fruta
614,naranja,2024-06-21,87,true,Lacteo
615,repollo,2024-06-21,66,true,Verdura
616,durazno,2023-12-25,11,false,Insecto
617,papa,2024-05-25,14,false,Pescado
618,rábano oriental,2024-07-09,78,true,Lacteo
619,calabacín verde,2023-12-21,37,true,Semilla
620,quinua roja,2024-07-01,60,true,Tuberculo
621,pimiento rojo,2024-02-19,16,true,Pescado
622,nombre,2024-01-04,61,false,Verdura
623,hormiga tejedora,2023-11-05,73,false,Fruta
624,rábano chino,2024-02-19,95,true,Insecto
625,trucha arcoíris dorada,2024-04-12,96,true,Pescado
626,nabo largo,2024-02-17,95,true,Tuberculo
627,calabaza delicata,2024-09-01,96,false,Semilla
628,ciruela italiana,2024-07-06,79,true,Verdura
629,calabaza de piel de serpiente,2023-11-07,5,true,Fruta
630,alcachofa,2024-05-15,64,false,Insecto
631,pargo dentón,2024-06-27,20,false,Semilla
632,pargo rojo del Atlántico,2024-09-07,96,true,Lacteo
633,pimientos amarillos,2024-10-13,6,true,Insecto
634,avena,2024-08-18,23,true,Pescado
635,rábano negro,2023-12-06,12,false,Pescado
636,ciruela roja,2024-09-24,68,false,Semilla
637,gusanos de seda,2023-11-02,79,false,Insecto
638,mazorca de maíz morado,2023-10-30,42,true,Tuberculo
639,espinaca,2024-05-09,93,false,Tuberculo
640,salmón,2024-02-11,76,true,Fruta
641,gusanos de seda,2024-08-18,67,true,Insecto
642,nabo blanco,2024-02-08,57,false,Semilla
643,calabaza delicata,2024-02-28,34,false,Semilla
644,gusanos de la col,2024-05-27,86,true,Lacteo
645,pavo de Norfolk Black,2024-04-01,69,false,Pescado
646,ciruela italiana,2024-08-21,26,false,Insecto
647,rábano rojo,2024-02-19,22,true,Tuberculo
648,pollo de Cornualles,2023-11-08,50,true,Lacteo
649,calabaza del acantilado,2023-12-09,67,true,Tuberculo
650,nabo forrajero,2023-11-23,52,false,Fruta
651,calabacín redondo,2024-03-14,83,true,Carne
652,mijo,2023-12-11,40,false,Tuberculo
653,pulpo comestible,2024-06-05,70,false,Fruta
654,pargo rojo del Golfo de México,2023-11-15,19,false,Verdura
655,ganso del Canadá,2024-04-19,32,true,Insecto
656,pato de Muscovy,2024-07-25,89,true,Carne
657,kiwi,2024-10-20,24,true,Fruta
658,nabo negro,2024-09-01,83,true,Semilla
659,nabo blanco,2024-08-24,55,false,Pescado
660,calabacín cimarrón,2024-09-30,9,true,Verdura
661,ciruela negra,2024-08-25,26,false,Insecto
662,calabacín redondo,2024-06-08,43,true,Semilla
663,ciruela roja japonesa,2024-01-25,50,true,Insecto
664,gusano de seda,2024-03-01,21,false,Verdura
665,larvas de mariposa,2024-04-03,64,false,Semilla
666,naranja,2024-08-25,37,true,Pescado
667,calabaza de bellota,2024-06-28,51,true,Pescado
668,garza gris,2024-03-17,89,false,Fruta
669,durazno,2024-05-15,97,false,Tuberculo
670,larvas de tenebrio,2024-04-20,41,false,Fruta
671,sandía,2024-09-09,4,false,Carne
672,perca europea,2024-10-02,42,true,Insecto
673,hormiga culona,2024-09-13,87,true,Semilla
674,nabo negro,2024-08-03,87,false,Semilla
675,hormigas de bosque,2024-06-14,39,true,Lacteo
676,mazorca de maíz morado,2024-05-11,26,true,Insecto
677,berenjena,2024-03-05,91,true,Pescado
678,salmón,2024-05-24,55,true,Semilla
679,gusano del harino,2024-04-24,88,true,Carne
680,gusano de cera,2024-07-21,57,false,Pescado
681,espinaca,2024-05-07,29,true,Carne
682,hormigas blancas,2024-02-14,43,false,Tuberculo
683,chía,2024-10-24,73,false,Tuberculo
684,alcachofa,2024-02-18,23,false,Insecto
685,nabo daikon,2024-04-05,54,false,Tuberculo
686,amaranto rojo,2024-10-25,15,false,Tuberculo
687,anguila,2024-10-16,39,false,Fruta
688,caqui,2023-12-02,97,false,Verdura
689,rábano negro largo,2023-11-06,1,false,Semilla
690,pollo de Guinea,2024-03-25,16,true,Semilla
691,pavo bronceado,2024-07-21,24,true,Verdura
692,hormigas cortadoras de hojas,2024-03-11,49,false,Tuberculo
693,calabacín redondo,2023-11-29,48,true,Lacteo
694,garza gris,2024-09-10,8,false,Semilla
695,gusanos del corazón,2023-12-30,18,true,Verdura
696,trucha de arroyo,2023-12-26,18,true,Semilla
697,rábano picante,2023-11-11,30,true,Fruta
698,pimientos morrones amarillos,2024-06-21,28,false,Semilla
699,hormigas de bosque,2024-10-21,2,false,Insecto
700,larvas de polilla de la seda,2023-11-14,58,false,Verdura
701,mazorca de maíz,2024-08-12,68,false,Semilla
702,quinoa,2024-08-05,62,true,Insecto
703,calabaza de Australia,2024-08-24,23,true,Fruta
704,grillos,2024-09-11,2,false,Insecto
705,calabaza de piel de serpiente,2024-07-17,54,true,Tuberculo
706,garza blanca grande,2023-11-23,51,true,Insecto
707,atún,2024-07-21,3,false,Tuberculo
708,quinua negra,2024-06-03,39,true,Verdura
709,larvas de mariposa,2023-11-26,20,true,Insecto
710,rábano de daikon,2023-11-28,27,false,Pescado
711,nombre,2024-09-20,92,false,Carne
712,calabaza de cera,2024-10-08,41,false,Insecto
713,girasol,2024-09-28,56,false,Pescado
714,enguia,2024-06-07,96,false,Pescado
715,espinaca,2024-10-08,33,true,Verdura
716,larvas de abeja,2024-02-07,4,true,Verdura
717,anguila,2024-02-25,87,true,Tuberculo
718,salmón,2023-11-10,78,false,Fruta
719,papa,2024-06-28,72,false,Pescado
720,ciruela italiana,2024-10-07,52,true,Carne
721,anguila,2024-08-18,36,false,Lacteo
722,larvas de polilla del ejército,2024-04-28,12,false,Verdura
723,sardina,2023-11-03,8,false,Fruta
724,linaza dorada,2024-06-09,16,true,Fruta
725,ciruela roja,2024-01-07,23,true,Semilla
726,quinua blanca,2024-08-20,68,false,Fruta
727,calabacín italiano,2024-02-19,30,true,Fruta
728,calabacín,2024-07-24,72,true,Pescado
729,alcachofa,2024-01-17,46,false,Lacteo
730,hormigas de bosque,2024-10-03,97,false,Carne
731,cacahuate,2024-09-10,19,true,Pescado
732,lenguado de Dover,2024-10-23,41,false,Pescado
733,lenguado del Atlántico,2023-10-31,53,true,Verdura
734,calabacín,2024-01-10,94,true,Tuberculo
735,ciruela pasa,2023-11-28,65,true,Insecto
736,pato de Muscovy,2024-07-29,81,false,Tuberculo
737,ganso,2023-12-24,24,false,Pescado
738,espinaca,2024-01-11,86,false,Lacteo
739,trucha arcoíris plateada,2024-05-28,29,false,Tuberculo
740,berro de agua,2024-02-24,87,false,Pescado
741,calabaza de barco,2024-04-21,65,true,Tuberculo
742,pavo real,2024-08-31,70,false,Lacteo
743,patata dulce,2024-04-20,84,false,Lacteo
744,pavo,2024-09-12,58,false,Tuberculo
745,gusanos del corazón,2024-06-21,63,true,Pescado
746,zanahoria,2024-03-07,32,true,Semilla
747,ciruela pasa,2024-06-08,66,true,Pescado
748,mazorca de maíz roja,2024-01-25,59,true,Fruta
749,hormigas de bosque,2024-06-01,75,false,Insecto
750,trucha,2023-12-30,72,true,Verdura
751,pargo rojo del Golfo de México,2023-11-23,71,false,Semilla
752,garza blanca grande,2023-10-28,74,true,Pescado
753,calabacín,2024-02-01,20,true,Carne
754,nabo sueco,2024-09-03,100,false,Lacteo
755,mazorca de maíz roja,2024-10-23,8,false,Semilla
756,ciruela roja japonesa,2024-09-17,82,false,Fruta
757,ciruela roja occidental,2023-12-01,29,true,Semilla
758,sardina,2024-07-25,48,true,Carne
759,calabaza de invierno,2024-02-17,83,false,Insecto
760,linaza dorada,2024-07-07,14,true,Tuberculo
761,pollo de Cornualles blanco,2024-03-03,20,false,Tuberculo
762,plátano,2024-04-14,37,true,Insecto
763,pollo de Cornualles blanco,2024-06-03,67,true,Semilla
764,pollo de Cornualles,2024-09-13,53,true,Verdura
765,quinua roja,2024-02-16,69,false,Insecto
766,rábano japonés,2024-09-10,51,false,Insecto
767,almendra de coco,2024-03-30,26,true,Insecto
768,mazorca de maíz roja,2024-10-03,28,false,Verdura
769,calabacín trompeta,2024-01-16,95,true,Fruta
770,rábano blanco,2023-11-03,43,false,Tuberculo
771,oveja,2023-11-01,93,true,Semilla
772,brócoli,2024-02-18,3,false,Fruta
773,soja,2024-06-26,55,false,Carne
774,rábano picante,2024-08-06,84,false,Fruta
775,hormigas de terciopelo,2023-11-06,64,true,Semilla
776,calabacín amarillo,2024-03-16,23,true,Verdura
777,larvas de polilla del ejército,2023-11-18,43,true,Semilla
778,gusano de seda,2024-10-13,61,true,Verdura
779,ganso de cabeza blanca,2024-02-22,50,false,Verdura
780,larvas de abeja de miel,2023-11-22,8,true,Tuberculo
781,almendra de macadamia,2024-05-28,40,true,Pescado
782,alcachofa,2023-11-22,92,true,Verdura
783,oveja,2024-08-13,42,false,Carne
784,calabacín,2024-04-06,26,false,Fruta
785,nabo daikon,2023-11-03,24,false,Tuberculo
786,trucha de arroyo,2024-04-10,84,true,Tuberculo
787,nabo sueco,2024-05-08,32,false,Lacteo
788,ganso,2024-01-20,6,true,Insecto
789,pato de Muscovy,2024-05-17,23,true,Pescado
790,sardina,2024-10-13,22,true,Verdura
791,patata dulce,2023-12-25,92,true,Verdura
792,ciruela italiana,2024-09-14,73,false,Lacteo
793,pulpo comestible,2023-11-27,92,false,Pescado
794,almendra de macadamia,2024-08-16,14,false,Carne
795,lenguado de Dover,2024-06-13,63,true,Carne
796,pavo bronceado,2024-01-10,62,true,Tuberculo
797,ganso,2024-02-21,100,true,Fruta
798,pimiento,2024-04-13,19,true,Semilla
799,quinoa,2024-03-15,85,false,Semilla
800,ganso,2024-10-21,83,true,Lacteo
801,nabo blanco,2023-11-26,2,true,Insecto
802,pollo de Cornualles rojo,2024-07-08,77,false,Fruta
803,lombrices,2023-12-04,83,true,Semilla
804,chía blanca,2024-10-23,30,true,Tuberculo
805,ciruela damascena,2024-04-09,66,true,Tuberculo
806,amaranto blanco,2023-12-24,62,true,Verdura
807,quinoa negra,2024-04-01,7,true,Verdura
808,garza blanca grande,2023-11-08,94,true,Carne
809,ganso hawaiano,2024-02-24,73,true,Pescado
810,ganso,2024-07-08,40,true,Lacteo
811,berenjena,2024-07-18,54,true,Verdura
812,cacahuate,2023-11-14,47,true,Fruta
813,remolacha roja,2024-02-17,23,false,Carne
814,pimientos morrones rojos,2023-12-13,37,false,Semilla
815,rábano picante,2024-03-09,24,true,Carne
816,quinoa negra,2023-11-17,1,true,Carne
817,mazorca de maíz morado,2023-12-30,29,false,Pescado
818,sardina europea,2024-09-02,17,false,Carne
819,gusano del harino,2024-10-16,77,false,Carne
820,trucha arcoíris,2024-04-20,56,true,Carne
821,batata,2024-05-17,31,true,Verdura
822,pavo de Norfolk Black,2024-05-03,45,false,Verdura
823,hormigas blancas,2024-10-25,88,true,Lacteo
824,pimientos morrones rojos,2023-11-07,47,false,Tuberculo
825,calabaza de bellota,2023-12-31,61,false,Pescado
826,rábano,2024-02-20,60,false,Semilla
827,ternera,2024-05-24,80,true,Tuberculo
828,zanahoria,2024-08-11,6,false,Pescado
829,calabaza,2024-01-01,33,false,Lacteo
830,gusanos de la miel,2024-10-13,84,true,Insecto
831,pimientos amarillos,2024-06-04,54,true,Semilla
832,nabo,2023-11-04,36,false,Tuberculo
833,ganso de nieve,2024-01-11,89,false,Semilla
834,hormiga tejedora,2024-01-09,44,false,Pescado
835,ganso hawaiano,2024-05-15,33,false,Semilla
836,calabaza delicata,2024-06-17,18,false,Tuberculo
837,gusanos del corazón,2024-05-30,56,false,Insecto
838,rábano silvestre,2024-06-19,81,true,Semilla
839,rábano blanco,2024-03-12,18,false,Tuberculo
840,calabaza de invierno,2024-09-04,80,true,Lacteo
841,calabacín italiano,2023-12-10,79,true,Pescado
842,rábano daikon,2024-02-28,88,false,Verdura
843,melón amargo,2024-07-19,11,true,Fruta
844,saltamontes,2024-05-23,59,false,Verdura
845,larvas de polilla de la cera,2024-02-20,11,true,Pescado
846,rábano silvestre,2024-09-28,41,true,Semilla
847,nuez,2024-01-23,66,true,Carne
848,repollo blanco,2024-10-02,58,true,Fruta
849,ciruela roja occidental,2024-07-29,88,false,Tuberculo
850,lenguado europeo,2024-01-11,67,false,Pescado
851,conejo,2024-03-23,9,false,Tuberculo
852,nabo daikon,2023-11-11,52,true,Tuberculo
853,espinaca,2024-01-15,41,true,Carne
854,amaranto negro,2024-03-15,26,false,Lacteo
855,sardina,2024-10-24,52,true,Verdura
856,soja,2024-03-25,14,true,Lacteo
857,almendra negra,2024-10-09,59,true,Fruta
858,ciruela amarilla,2024-03-24,93,true,Lacteo
859,calabacín verde,2024-04-04,83,false,Lacteo
860,pargo rojo del Atlántico,2024-09-22,45,true,Carne
861,hormiga de fuego,2024-02-10,57,true,Carne
862,rábano oriental redondo,2024-08-17,56,false,Insecto
863,quinoa roja,2024-02-29,78,false,Pescado
864,espinaca,2024-04-24,14,false,Lacteo
865,amaranto negro,2024-09-04,12,false,Pescado
866,caqui,2023-12-14,21,false,Fruta
867,almendra negra,2024-05-31,92,false,Carne
868,durazno,2023-11-19,68,false,Insecto
869,quinua roja,2024-09-27,4,false,Semilla
870,amaranto rojo,2023-12-22,1,true,Lacteo
871,trucha de arroyo,2024-07-10,22,true,Insecto
872,gusano de cera,2024-10-11,92,true,Fruta
873,pulpo comestible,2024-01-24,40,true,Tuberculo
874,pimientos morrones amarillos,2024-08-04,44,false,Lacteo
875,avispa,2023-11-30,86,false,Pescado
876,durazno amarillo,2023-11-02,65,true,Carne
877,bacalao del Pacífico,2024-09-01,43,true,Fruta
878,gusanos del corazón,2024-01-27,52,false,Carne
879,ciruela santa rosa,2024-02-12,79,true,Tuberculo
880,cerezas,2024-07-16,47,true,Carne
881,pollo de Cornualles blanco,2024-03-27,46,false,Insecto
882,larvas de abeja de miel,2024-08-26,14,false,Carne
883,ganso de cabeza blanca,2024-10-24,93,false,Insecto
884,remolacha roja,2023-12-20,63,true,Fruta
885,calabacín verde,2024-06-16,76,false,Verdura
886,espinaca,2024-02-06,51,false,Insecto
887,larvas de tenebrio,2024-02-21,92,true,Insecto
888,pollo de Cornualles,2023-11-07,46,false,Carne
889,rábano picante,2024-01-24,97,true,Lacteo
890,pavo de Bourbourg,2023-11-28,75,true,Verdura
891,pavo,2024-04-13,18,false,Tuberculo
892,nabo sueco,2024-04-03,39,false,Tuberculo
893,calabacín,2024-07-22,60,true,Fruta
894,quinua roja,2024-02-10,38,false,Semilla
895,pavo,2024-09-07,93,false,Pescado
896,trucha marrón,2024-10-14,68,true,Carne
897,mazorca de maíz,2024-07-16,73,true,Lacteo
898,lenguado de Dover,2023-11-17,18,false,Verdura
899,hormigas,2023-11-08,50,true,Lacteo
900,batata,2023-11-19,11,true,Tuberculo
901,larvas de polilla de la cera,2024-01-20,20,true,Insecto
902,plátano,2023-11-18,52,false,Tuberculo
903,papaya,2024-02-01,35,true,Fruta
904,ganso de cabeza blanca,2024-10-24,14,false,Carne
905,trucha arcoíris dorada,2023-12-07,82,false,Fruta
906,ciruela santa rosa,2024-07-26,21,false,Insecto
907,trucha marrón,2023-11-15,96,false,Fruta
908,lenguado europeo,2024-06-17,5,true,Insecto
909,dorada rayada del Atlántico,2024-10-23,57,false,Fruta
910,avena,2023-10-30,5,true,Lacteo
911,almendra australiana,2024-03-18,7,false,Tuberculo
912,calabaza de Australia,2024-10-25,52,true,Lacteo
913,mijo,2024-09-25,16,true,Carne
914,hormiga tejedora,2024-03-09,1,true,Verdura
915,sardina europea,2024-05-18,21,true,Verdura
916,calabaza de bellota,2024-03-27,68,true,Carne
917,calabaza de piel de serpiente,2024-10-23,9,true,Lacteo
918,mazorca de maíz morado,2024-02-11,27,false,Verdura
919,quinua blanca,2023-10-28,84,false,Semilla
920,zanahoria,2024-09-05,12,false,Tuberculo
921,pavo,2023-10-31,54,false,Fruta
922,pargo rojo del Golfo de México,2024-08-14,21,false,Insecto
923,chía,2024-10-06,33,true,Insecto
924,rábano de daikon,2024-01-27,59,false,Insecto
925,quinua roja,2024-08-02,94,false,Carne
926,sardina europea,2023-11-17,45,true,Tuberculo
927,calabaza,2024-02-04,81,true,Carne
928,hormiga de fuego,2024-04-02,68,true,Verdura
929,rábano oriental,2024-10-02,50,false,Fruta
930,hormigas de terciopelo,2024-08-31,23,false,Fruta
931,larvas de abeja,2024-06-23,86,true,Pescado
932,gusanos de harina,2023-11-04,9,false,Lacteo
933,alcachofa,2023-12-15,80,false,Pescado
934,pavo bronceado,2024-07-15,69,true,Verdura
935,melón dulce,2024-05-12,14,true,Lacteo
936,ternera,2024-03-29,23,true,Semilla
937,calabaza,2023-12-11,5,true,Fruta
938,calabaza de Australia,2024-02-03,11,true,Semilla
939,pargo común,2024-07-24,53,true,Pescado
940,calabacín trompeta,2024-02-22,22,false,Semilla
941,avispa,2023-12-02,45,false,Carne
942,pimiento rojo,2024-10-07,3,false,Verdura
943,pollo,2023-12-06,41,false,Insecto
944,trucha arcoíris plateada,2024-05-27,97,false,Insecto
945,nabo sueco,2023-11-19,91,false,Tuberculo
946,gusano de cera,2024-03-01,40,true,Fruta
947,bacalao del Atlántico,2024-10-25,44,true,Semilla
948,rábano blanco,2024-09-12,2,true,Semilla
949,quinua negra,2024-08-07,8,true,Carne
950,pargo rojo del Golfo de México,2024-04-23,9,false,Tuberculo
951,melón dulce,2024-07-29,90,true,Lacteo
952,calabacín cimarrón,2023-11-05,61,false,Lacteo
953,rábano picante,2024-03-18,8,false,Insecto
954,mújol del Pacífico,2024-06-04,45,true,Semilla
955,espinaca,2023-12-07,97,true,Carne
956,pavo de Bourbourg,2024-05-07,71,true,Semilla
957,alcachofa,2024-05-18,4,true,Lacteo
958,calabacín amarillo,2024-09-14,24,true,Tuberculo
959,lenguado del Atlántico,2024-04-13,24,false,Tuberculo
960,cerdo,2024-04-04,38,true,Verdura
961,quinoa,2023-12-04,86,false,Pescado
962,pulpo comestible,2024-07-10,10,false,Fruta
963,nabo blanco,2024-07-02,98,false,Tuberculo
964,rábano chino,2024-06-20,72,true,Verdura
965,gusanos de seda,2024-03-18,16,true,Carne
966,calabaza de Australia,2024-01-03,80,true,Lacteo
967,rábano rojo japonés,2024-10-19,42,true,Lacteo
968,conejo,2024-02-03,23,true,Verdura
969,gorgojos de palma,2023-10-28,54,true,Verdura
970,ganso del Canadá,2024-02-29,37,true,Fruta
971,calabaza de peregrino,2024-10-13,6,true,Carne
972,linaza,2024-05-17,45,true,Verdura
973,calabaza cacahuete,2024-02-04,11,true,Carne
974,repollo blanco,2024-10-24,65,true,Insecto
975,calabaza cacahuete,2024-03-18,63,false,Insecto
976,pavo de Norfolk Black,2024-05-10,33,true,Fruta
977,pollo de Cornualles,2024-08-11,80,true,Fruta
978,pargo rojo del Pacífico,2024-02-24,93,false,Tuberculo
979,calabaza espagueti,2023-12-18,66,true,Pescado
980,amaranto rojo,2024-03-28,17,true,Semilla
981,berenjena,2024-01-30,53,true,Insecto
982,larvas de polilla del ejército,2024-04-24,58,true,Tuberculo
983,ciruela italiana,2024-10-10,13,false,Verdura
984,hormiga de la harina,2024-01-11,85,false,Lacteo
985,nabo forrajero,2024-03-15,85,false,Semilla
986,repollo,2024-03-21,44,true,Fruta
987,pollo de Cornualles rojo,2023-11-03,8,false,Verdura
988,pollo de Guinea,2024-02-06,69,true,Semilla
989,nabo sueco,2024-08-15,65,false,Carne
990,cebolla,2023-11-29,58,true,Pescado
991,rábano,2024-04-01,47,true,Verdura
992,espinaca,2024-07-09,82,false,Verdura
993,hormiga culona,2024-06-09,17,false,Tuberculo
994,salmón,2024-02-16,88,true,Fruta
995,larvas de polilla,2024-02-23,14,false,Pescado
996,frambuesa,2024-01-07,18,true,Insecto
997,mújol del Pacífico,2023-11-07,100,false,Tuberculo
998,ciruela santa rosa,2024-03-08,88,true,Fruta
999,calabacín de verano,2024-02-13,46,true,Verdura
1000,pollo de Cornualles blanco,2023-12-05,77,true,Insecto
